pid,task,quality,file
8effd083-d35d-4ad5-82df-db8d9c492720,Diadochokinesis-Pataka,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Diadochokinesis_rec-Diadochokinesis-Pataka.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Free-speech-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Free-speech_rec-Free-speech-2.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Open-response-questions,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Open-response-questions_rec-Open-response-questions.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Free-speech-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Free-speech_rec-Free-speech-1.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Diadochokinesis-KA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Diadochokinesis_rec-Diadochokinesis-KA.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Picture-description,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Picture-description_rec-Picture-description.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Respiration-and-cough-FiveBreaths-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Respiration-and-cough-FiveBreaths-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Respiration-and-cough-FiveBreaths-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Diadochokinesis-PA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Diadochokinesis_rec-Diadochokinesis-PA.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Glides-Low-to-High,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Glides_rec-Glides-Low-to-High.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Respiration-and-cough-FiveBreaths-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Story-recall,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Story-recall_rec-Story-recall.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Maximum-phonation-time-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Prolonged-vowel,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Prolonged-vowel_rec-Prolonged-vowel.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Maximum-phonation-time-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Audio-Check-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Audio-Check_rec-Audio-Check-4.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Maximum-phonation-time-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Respiration-and-cough-ThreeQuickBreaths-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-1.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Audio-Check-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Audio-Check_rec-Audio-Check-1.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Respiration-and-cough-Cough-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Glides-High-to-Low,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Glides_rec-Glides-High-to-Low.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Respiration-and-cough-ThreeQuickBreaths-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-2.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Audio-Check-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Audio-Check_rec-Audio-Check-2.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Audio-Check-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Audio-Check_rec-Audio-Check-3.wav
8effd083-d35d-4ad5-82df-db8d9c492720,Respiration-and-cough-Cough-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8effd083-d35d-4ad5-82df-db8d9c492720/ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09/audio/sub-8effd083-d35d-4ad5-82df-db8d9c492720_ses-B2EBD7B5-8D47-42B2-958B-1858C27F5A09_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav
7869a54a-2700-4573-8400-e03c24629e46,Breath-Sounds,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Breath-Sounds_rec-Breath-Sounds.wav
7869a54a-2700-4573-8400-e03c24629e46,Free-speech-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Free-speech_rec-Free-speech-1.wav
7869a54a-2700-4573-8400-e03c24629e46,Free-speech-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Free-speech_rec-Free-speech-3.wav
7869a54a-2700-4573-8400-e03c24629e46,Respiration-and-cough-FiveBreaths-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav
7869a54a-2700-4573-8400-e03c24629e46,Free-speech-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Free-speech_rec-Free-speech-2.wav
7869a54a-2700-4573-8400-e03c24629e46,Respiration-and-cough-FiveBreaths-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav
7869a54a-2700-4573-8400-e03c24629e46,Diadochokinesis-TA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Diadochokinesis_rec-Diadochokinesis-TA.wav
7869a54a-2700-4573-8400-e03c24629e46,Respiration-and-cough-FiveBreaths-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav
7869a54a-2700-4573-8400-e03c24629e46,Respiration-and-cough-FiveBreaths-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav
7869a54a-2700-4573-8400-e03c24629e46,Prolonged-vowel,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Prolonged-vowel_rec-Prolonged-vowel.wav
7869a54a-2700-4573-8400-e03c24629e46,Picture-description,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Picture-description_rec-Picture-description.wav
7869a54a-2700-4573-8400-e03c24629e46,Voluntary-Cough,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Voluntary-Cough_rec-Voluntary-Cough.wav
7869a54a-2700-4573-8400-e03c24629e46,Loudness,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Loudness_rec-Loudness.wav
7869a54a-2700-4573-8400-e03c24629e46,Diadochokinesis-KA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Diadochokinesis_rec-Diadochokinesis-KA.wav
7869a54a-2700-4573-8400-e03c24629e46,Audio-Check-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Audio-Check_rec-Audio-Check-4.wav
7869a54a-2700-4573-8400-e03c24629e46,Productive-Vocabulary-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Productive-Vocabulary_rec-Productive-Vocabulary-1.wav
7869a54a-2700-4573-8400-e03c24629e46,Productive-Vocabulary-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Productive-Vocabulary_rec-Productive-Vocabulary-3.wav
7869a54a-2700-4573-8400-e03c24629e46,Productive-Vocabulary-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Productive-Vocabulary_rec-Productive-Vocabulary-2.wav
7869a54a-2700-4573-8400-e03c24629e46,Diadochokinesis-buttercup,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Diadochokinesis_rec-Diadochokinesis-buttercup.wav
7869a54a-2700-4573-8400-e03c24629e46,Word-color-Stroop,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Word-color-Stroop_rec-Word-color-Stroop.wav
7869a54a-2700-4573-8400-e03c24629e46,Audio-Check-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Audio-Check_rec-Audio-Check-2.wav
7869a54a-2700-4573-8400-e03c24629e46,Maximum-phonation-time-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav
7869a54a-2700-4573-8400-e03c24629e46,Productive-Vocabulary-6,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Productive-Vocabulary_rec-Productive-Vocabulary-6.wav
7869a54a-2700-4573-8400-e03c24629e46,Glides-High-to-Low,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Glides_rec-Glides-High-to-Low.wav
7869a54a-2700-4573-8400-e03c24629e46,Respiration-and-cough-ThreeQuickBreaths-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-2.wav
7869a54a-2700-4573-8400-e03c24629e46,Cinderella-Story,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Cinderella-Story_rec-Cinderella-Story.wav
7869a54a-2700-4573-8400-e03c24629e46,Random-Item-Generation,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Random-Item-Generation_rec-Random-Item-Generation.wav
7869a54a-2700-4573-8400-e03c24629e46,Maximum-phonation-time-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav
7869a54a-2700-4573-8400-e03c24629e46,Diadochokinesis-PA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Diadochokinesis_rec-Diadochokinesis-PA.wav
7869a54a-2700-4573-8400-e03c24629e46,Audio-Check-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Audio-Check_rec-Audio-Check-3.wav
7869a54a-2700-4573-8400-e03c24629e46,Audio-Check-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Audio-Check_rec-Audio-Check-1.wav
7869a54a-2700-4573-8400-e03c24629e46,Productive-Vocabulary-5,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Productive-Vocabulary_rec-Productive-Vocabulary-5.wav
7869a54a-2700-4573-8400-e03c24629e46,Respiration-and-cough-ThreeQuickBreaths-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-1.wav
7869a54a-2700-4573-8400-e03c24629e46,Productive-Vocabulary-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Productive-Vocabulary_rec-Productive-Vocabulary-4.wav
7869a54a-2700-4573-8400-e03c24629e46,Maximum-phonation-time-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav
7869a54a-2700-4573-8400-e03c24629e46,Respiration-and-cough-Breath-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav
7869a54a-2700-4573-8400-e03c24629e46,Story-recall,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Story-recall_rec-Story-recall.wav
7869a54a-2700-4573-8400-e03c24629e46,Respiration-and-cough-Cough-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav
7869a54a-2700-4573-8400-e03c24629e46,Rainbow-Passage,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Rainbow-Passage_rec-Rainbow-Passage.wav
7869a54a-2700-4573-8400-e03c24629e46,Glides-Low-to-High,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-7869a54a-2700-4573-8400-e03c24629e46/ses-B9D3CA96-C04F-459D-B252-4708BD189327/audio/sub-7869a54a-2700-4573-8400-e03c24629e46_ses-B9D3CA96-C04F-459D-B252-4708BD189327_Glides_rec-Glides-Low-to-High.wav
